Слово,Транскрипция
европейско-американский,ɪ̯ɪvrɐˌpʲeɪ̯skə ɐmʲɪrʲɪkanskʲɪɪ̯
европейцы,ɪ̯ɪvrɐpʲeɪ̯ɪt͡s
европеоид,ɪ̯ɪvrəpʲɪoɪt
европеоидный,ɪ̯ɪvrəpʲɪoɪdnɨɪ̯
европеоиды,ɪ̯ɪvrəpʲɪoɪt
европеянка,ɪ̯ɪvrɐpʲeɪ̯ɪnkə
европий,ɪ̯ɪvropʲɪɪ̯
европлата,ˌjevrɐpɫatə
европоцентризм,ɪ̯ɪˌvropət͡sɨntrʲizm
европоцентрист,ɪ̯ɪˌvropət͡sɨntrʲist
европоцентристский,ɪ̯ɪˌvropət͡sɨntrʲisːkʲɪɪ̯
европоцентрический,ɪ̯ɪˌvropət͡sɨntrʲit͡ɕɪskʲɪɪ̯
евророзетка,ˌjevrərɐzʲetkə
еврорынок,ˌjevrɐrɨnək
евросоединитель,ˌjevrəsəɪ̯ɪdʲɪnʲitʲɪlʲ
евростандарт,ˌjevrəstɐndart
евростратегический,ˌjevrəstrətʲɪɡʲit͡ɕɪskʲɪɪ̯
евротур,ˌjevrɐtur
евроцентризм,ˌjevrət͡sɨntrʲizm
евроцентрический,ˌjevrət͡sɨntrʲit͡ɕɪskʲɪɪ̯
еврочек,ˌjevrɐt͡ɕek
евстахиит,ɪ̯ɪfstəxʲɪit
евфратовский,ɪ̯ɪfratəfskʲɪɪ̯
евфратский,ɪ̯ɪfrat͡skʲɪɪ̯
евхаристический,ɪ̯ɪfxərʲɪsʲtʲit͡ɕɪskʲɪɪ̯
евхаристия,ɪ̯ɪfxɐrʲisʲtʲɪɪ̯ə
егермейстер,ɪ̯ɪɡʲɪrmʲeɪ̯sʲtʲɪr
егермейстерский,ɪ̯ɪɡʲɪrmʲeɪ̯sʲtʲɪrskʲɪɪ̯
егерский,jeɡʲɪrskʲɪɪ̯
егерство,jeɡʲɪrstvə
егерь,jeɡʲɪrʲ
египетский,ɪ̯ɪɡʲipʲɪt͡skʲɪɪ̯
египтолог,ɪ̯ɪɡʲɪptoɫək
египтологический,ɪ̯ɪɡʲɪptəɫɐɡʲit͡ɕɪskʲɪɪ̯
египтология,ɪ̯ɪɡʲɪptɐɫoɡʲɪɪ̯ə
египтяне,ɪ̯ɪɡʲɪptʲænʲɪn
египтянин,ɪ̯ɪɡʲɪptʲænʲɪn
египтянка,ɪ̯ɪɡʲɪptʲankə
его,ɪ̯ɪvo
егоза,ɪ̯ɪɡɐza
егозить,ɪ̯ɪɡɐzʲitʲ
егозливо,ɪ̯ɪɡɐzlʲivə
егозливость,ɪ̯ɪɡɐzlʲivəsʲtʲ
егозливый,ɪ̯ɪɡɐzlʲivɨɪ̯
еда,ɪ̯ɪda
едать,ɪ̯ɪdatʲ
едва,ɪ̯ɪdva
единение,ɪ̯ɪdʲɪnʲenʲɪɪ̯ə
единить,ɪ̯ɪdʲɪnʲitʲ
единица,ɪ̯ɪdʲɪnʲit͡sə
единичка,ɪ̯ɪdʲɪnʲit͡ɕkə
единично,ɪ̯ɪdʲɪnʲit͡ɕnə
единичность,ɪ̯ɪdʲɪnʲit͡ɕnəsʲtʲ
единичный,ɪ̯ɪdʲɪnʲit͡ɕnɨɪ̯
едино,ɪ̯ɪdʲinə
единобожие,ɪ̯ɪdʲɪnɐboʐɨɪ̯ə
единоборец,ɪ̯ɪdʲɪnɐborʲɪt͡s
единоборство,ɪ̯ɪdʲɪnɐborstvə
единоборствовать,ɪ̯ɪdʲɪnɐborstvəvətʲ
единобрачие,ɪ̯ɪdʲɪnɐbrat͡ɕɪɪ̯ə
единобрачный,ɪ̯ɪdʲɪnɐbrat͡ɕnɨɪ̯
единоверец,ɪ̯ɪdʲɪnɐvʲerʲɪt͡s
единоверие,ɪ̯ɪdʲɪnɐvʲerʲɪɪ̯ə
единоверка,ɪ̯ɪdʲɪnɐvʲerkə
единоверный,ɪ̯ɪdʲɪnɐvʲernɨɪ̯
единоверческий,ɪ̯ɪdʲɪnɐvʲert͡ɕɪskʲɪɪ̯
единовластвовать,ɪ̯ɪdʲɪnɐvɫastvəvətʲ
единовластие,ɪ̯ɪdʲɪnɐvɫasʲtʲɪɪ̯ə
единовластно,ɪ̯ɪdʲɪnɐvɫasnə
единовластный,ɪ̯ɪdʲɪnɐvɫasnɨɪ̯
единовременно,ɪ̯ɪdʲɪnɐvrʲemʲɪnːə
единовременный,ɪ̯ɪdʲɪnɐvrʲemʲɪnːɨɪ̯
единогласие,ɪ̯ɪdʲɪnɐɡɫasʲɪɪ̯ə
единогласно,ɪ̯ɪdʲɪnɐɡɫasnə
единогласный,ɪ̯ɪdʲɪnɐɡɫasnɨɪ̯
единодержавие,ɪ̯ɪˌdʲinədʲɪrʐavʲɪɪ̯ə
единодержавно,ɪ̯ɪdʲɪnədʲɪrʐavnə
единодержавный,ɪ̯ɪdʲɪnədʲɪrʐavnɨɪ̯
единодушие,ɪ̯ɪdʲɪnɐduʂɨɪ̯ə
единодушно,ɪ̯ɪdʲɪnɐduʂnə
единодушный,ɪ̯ɪdʲɪnɐduʂnɨɪ̯
единожды,ɪ̯ɪdʲinəʐdɨ
единокровный,ɪ̯ɪdʲɪnɐkrovnɨɪ̯
единоличие,ɪ̯ɪdʲɪnɐlʲit͡ɕɪɪ̯ə
единоличник,ɪ̯ɪdʲɪnɐlʲit͡ɕnʲɪk
единоличница,ɪ̯ɪdʲɪnɐlʲit͡ɕnʲɪt͡sə
единолично,ɪ̯ɪdʲɪnɐlʲit͡ɕnə
единоличность,ɪ̯ɪdʲɪnɐlʲit͡ɕnəsʲtʲ
единоличный,ɪ̯ɪdʲɪnɐlʲit͡ɕnɨɪ̯
единомысленный,ɪ̯ɪdʲɪnɐmɨslʲɪnːɨɪ̯
единомыслие,ɪ̯ɪdʲɪnɐmɨslʲɪɪ̯ə
единомыслящий,ɪ̯ɪdʲɪnɐmɨslʲɪɕːɪɪ̯
единомышленник,ɪ̯ɪdʲɪnɐmɨʂlʲɪnʲːɪk
единомышленница,ɪ̯ɪdʲɪnɐmɨʂlʲɪnʲːɪt͡sə
единомышленно,ɪ̯ɪdʲɪnɐmɨʂlʲɪnːə
единомышленный,ɪ̯ɪdʲɪnɐmɨʂlʲɪnːɨɪ̯
единонаследие,ɪ̯ɪˌdʲinənɐslʲedʲɪɪ̯ə
единоначалие,ɪ̯ɪˌdʲinənɐt͡ɕælʲɪɪ̯ə
единоначальник,ɪ̯ɪdʲɪnənɐt͡ɕælʲnʲɪk
единообразие,ɪ̯ɪdʲɪnɐɐbrazʲɪɪ̯ə
единообразно,ɪ̯ɪdʲɪnɐɐbraznə
единообразность,ɪ̯ɪdʲɪnɐɐbraznəsʲtʲ
единообразный,ɪ̯ɪdʲɪnɐɐbraznɨɪ̯
единоплеменник,ɪ̯ɪdʲɪnəplʲɪmʲenʲːɪk
единоплеменница,ɪ̯ɪdʲɪnəplʲɪmʲenʲːɪt͡sə
единоплеменный,ɪ̯ɪdʲɪnəplʲɪmʲenːɨɪ̯
единорог,ɪ̯ɪdʲɪnɐrok
единородный,ɪ̯ɪdʲɪnɐrodnɨɪ̯
единоросс,ɪ̯ɪdʲɪnɐros
единосущность,ɪ̯ɪdʲɪnɐsuɕːnəsʲtʲ
единосущный,ɪ̯ɪdʲɪnɐsuɕːnɨɪ̯
единоутробный,ɪ̯ɪdʲɪnəʊtrobnɨɪ̯
единочестный,ɪ̯ɪdʲɪnɐt͡ɕesnɨɪ̯
единственно,ɪ̯ɪdʲinstvʲɪnːə
единственность,ɪ̯ɪdʲinstvʲɪnːəsʲtʲ
единственный,ɪ̯ɪdʲinstvʲɪnːɨɪ̯
единство,ɪ̯ɪdʲinstvə
единый,ɪ̯ɪdʲinɨɪ̯
едкий,jetkʲɪɪ̯
едко,jetkə
едкость,jetkəsʲtʲ
едок,ɪ̯ɪdok
едун,ɪ̯ɪdun
едунья,ɪ̯ɪdunʲɪ̯ə
едучи,jedʊt͡ɕɪ
едучий,ɪ̯ɪdut͡ɕɪɪ̯
едущий,jedʊɕːɪɪ̯
едче,jet͡ɕːɪ
едящий,ɪ̯ɪdʲæɕːɪɪ̯
едящийся,ɪ̯ɪdʲæɕːɪɪ̯sʲə
ежевечерне,ɪ̯ɪʐɨvʲɪt͡ɕernʲɪ
ежевечерний,ɪ̯ɪʐɨvʲɪt͡ɕernʲɪɪ̯
ежевика,ɪ̯ɪʐɨvʲikə
ежевичник,ɪ̯ɪʐɨvʲit͡ɕnʲɪk
ежевичный,ɪ̯ɪʐɨvʲit͡ɕnɨɪ̯
ежегодник,ɪ̯ɪʐɨɡodʲnʲɪk
ежегодно,ɪ̯ɪʐɨɡodnə
ежегодный,ɪ̯ɪʐɨɡodnɨɪ̯
ежеголовник,ɪ̯ɪʐɨɡɐɫovnʲɪk
ежедекадно,ɪ̯ɪʐɨdʲɪkadnə
ежедекадный,ɪ̯ɪʐɨdʲɪkadnɨɪ̯
ежедень,ɪ̯ɪʐɨdʲenʲ
ежедневка,ɪ̯ɪʐɨdʲnʲefkə
ежедневник,ɪ̯ɪʐɨdʲnʲevnʲɪk
ежедневно,ɪ̯ɪʐɨdʲnʲevnə
ежедневный,ɪ̯ɪʐɨdʲnʲevnɨɪ̯
ежедённый,ɪ̯ɪʐɨdʲɵnːɨɪ̯
ежеквартально,ɪ̯ɪʐɨkvɐrtalʲnə
ежеквартальный,ɪ̯ɪʐɨkvɐrtalʲnɨɪ̯
ежели,jeʐɨlʲɪ
ежемесячник,ɪ̯ɪʐɨmʲesʲɪt͡ɕnʲɪk
ежемесячно,ɪ̯ɪʐɨmʲesʲɪt͡ɕnə
ежемесячный,ɪ̯ɪʐɨmʲesʲɪt͡ɕnɨɪ̯
ежеминутно,ɪ̯ɪʐɨmʲɪnutnə
ежеминутный,ɪ̯ɪʐɨmʲɪnutnɨɪ̯
ежемуха,ɪ̯ɪʐɨmuxə
еженедельник,ɪ̯ɪʐɨnʲɪdʲelʲnʲɪk
еженедельно,ɪ̯ɪʐɨnʲɪdʲelʲnə
еженедельный,ɪ̯ɪʐɨnʲɪdʲelʲnɨɪ̯
еженощно,ɪ̯ɪʐɨnoɕːnə
еженощный,ɪ̯ɪʐɨnoɕːnɨɪ̯
ежесекундно,ɪ̯ɪʐɨsʲɪkundnə
ежесекундный,ɪ̯ɪʐɨsʲɪkundnɨɪ̯
ежесуточно,ɪ̯ɪʐɨsutət͡ɕnə
ежесуточный,ɪ̯ɪʐɨsutət͡ɕnɨɪ̯
ежеутренне,ɪ̯ɪʐɨutrʲɪnʲːɪ
ежеутренний,ɪ̯ɪʐɨutrʲɪnʲːɪɪ̯
ежечасно,ɪ̯ɪʐɨt͡ɕasnə
ежечасный,ɪ̯ɪʐɨt͡ɕasnɨɪ̯
ежиком,jɵʐɨkəm
ежиный,ɪ̯ɪʐɨnɨɪ̯
ежиха,ɪ̯ɪʐɨxə
ежовик,ɪ̯ɪʐovʲɪk
ежовник,ɪ̯ɪʐovnʲɪk
ежовщина,ɪ̯ɪʐofɕːɪnə
ежовый,ɪ̯ɪʐovɨɪ̯
ежонок,ɪ̯ɪʐonək
езда,ɪ̯ɪzda
ездить,jezʲdʲɪtʲ
ездиться,jezʲdʲɪt͡sə
ездка,jestkə
ездовой,ɪ̯ɪzdɐvoɪ̯
ездок,ɪ̯ɪzdok
ездящий,jezʲdʲɪɕːɪɪ̯
езжалый,ɪ̯ɪʑːaɫɨɪ̯
езжать,ɪ̯ɪʑːætʲ
езженый,jeʑːɪnɨɪ̯
езживать,jeʑːɪvətʲ
езид,ɪ̯ɪzʲit
езиды,ɪ̯ɪzʲit
ей,jeɪ̯
ей-богу,ˌjeɪ̯ boɡʊ
ей-ей,ˌjeɪ̯ jeɪ̯
ейский,jeɪ̯skʲɪɪ̯
еканье,jɵkənʲɪ̯ə
екатеринбургский,ɪ̯ɪkətʲɪrʲɪnburkskʲɪɪ̯
екатеринбуржец,ɪ̯ɪkətʲɪrʲɪnburʐɨt͡s
екатеринбуржский,ɪ̯ɪkətʲɪrʲɪnburʂskʲɪɪ̯
екатерининский,ɪ̯ɪkətʲɪrʲinʲɪnskʲɪɪ̯
екатеринка,ɪ̯ɪkətʲɪrʲinkə
екатериновка,ɪ̯ɪkətʲɪrʲinəfkə
екатеринославец,ɪ̯ɪkətʲɪrʲɪnɐsɫavʲɪt͡s
екать,jɵkətʲ
ектения,ɪ̯ɪktʲɪnʲɪja
ектенья,ɪ̯ɪktʲɪnʲja
елабужский,ɪ̯ɪɫabʊʂskʲɪɪ̯
елань,ɪ̯ɪɫanʲ
елей,ɪ̯ɪlʲeɪ̯
елейно,ɪ̯ɪlʲeɪ̯nə
елейность,ɪ̯ɪlʲeɪ̯nəsʲtʲ
елейный,ɪ̯ɪlʲeɪ̯nɨɪ̯
елеопомазание,ˌjelʲɪopɐmazənʲɪɪ̯ə
елеосвящение,ˌjelʲɪəsvʲɪɕːenʲɪɪ̯ə
елец,ɪ̯ɪlʲet͡s
елецкий,ɪ̯ɪlʲet͡skʲɪɪ̯
елизаветинский,ɪ̯ɪlʲɪzɐvʲetʲɪnskʲɪɪ̯
елико,ɪ̯ɪlʲikə
елисейский,ɪ̯ɪlʲɪsʲeɪ̯skʲɪɪ̯
елово-пихтовый,ɪ̯ɪˌɫovə pʲixtəvɨɪ̯
еловый,ɪ̯ɪɫovɨɪ̯
елозить,ɪ̯ɪɫozʲɪtʲ
елозящий,ɪ̯ɪɫozʲɪɕːɪɪ̯
елушка,ɪ̯ɪɫuʂkə
ель,jelʲ
ельник,jelʲnʲɪk
ельник-кисличник,jelʲnʲɪk kʲɪslʲit͡ɕnʲɪk
ельник-черничник,jelʲnʲɪk t͡ɕɪrnʲit͡ɕnʲɪk
ельнинец,jelʲnʲɪnʲɪt͡s
ельничек,jelʲnʲɪt͡ɕɪk
ельцинист,ɪ̯ɪlʲt͡sɨnʲist
ельцинский,jelʲt͡sɨnskʲɪɪ̯
емко,jɵmkə
ему,ɪ̯ɪmu
емшан,ɪ̯ɪmʂan
ендова,ɪ̯ɪndɐva
енисейский,ɪ̯ɪnʲɪsʲeɪ̯skʲɪɪ̯
енот,ɪ̯ɪnot
енот-полоскун,ɪ̯ɪnot pəɫɐskun
енотка,ɪ̯ɪnotkə
енотовидная,ɪ̯ɪnətɐvʲidnɨɪ̯
енотовидный,ɪ̯ɪnətɐvʲidnɨɪ̯
енотовый,ɪ̯ɪnotəvɨɪ̯
епанечка,ɪ̯ɪpɐnʲet͡ɕkə
епанча,ɪ̯ɪpɐnʲt͡ɕa
епанчовый,ɪ̯ɪpɐnʲt͡ɕɵvɨɪ̯
епархиалка,ɪ̯ɪpərxʲɪaɫkə
епархиальный,ɪ̯ɪpərxʲɪalʲnɨɪ̯
епархия,ɪ̯ɪparxʲɪɪ̯ə
епископ,ɪ̯ɪpʲiskəp
епископальный,ɪ̯ɪpʲɪskɐpalʲnɨɪ̯
епископат,ɪ̯ɪpʲɪskɐpat
епископский,ɪ̯ɪpʲiskəpskʲɪɪ̯
епископство,ɪ̯ɪpʲiskəpstvə
епископствовать,ɪ̯ɪpʲiskəpstvəvətʲ
епитимийный,ɪ̯ɪpʲɪtʲɪmʲiɪ̯nɨɪ̯
епитимия,ɪ̯ɪpʲɪtʲɪmʲɪja
епитимья,ɪ̯ɪpʲɪtʲɪmʲja
епитрахиль,ɪ̯ɪpʲɪtrɐxʲilʲ
епитрахильный,ɪ̯ɪpʲɪtrɐxʲilʲnɨɪ̯
ер,jer
ералаш,ɪ̯ɪrɐɫaʂ
ералашный,ɪ̯ɪrɐɫaʂnɨɪ̯
ереванец,ɪ̯ɪrʲɪvanʲɪt͡s
ереванский,ɪ̯ɪrʲɪvanskʲɪɪ̯
ереванцы,ɪ̯ɪrʲɪvanʲɪt͡s
ерепениться,ɪ̯ɪrʲɪpʲenʲɪt͡sə
ерепенящийся,ɪ̯ɪrʲɪpʲenʲɪɕːɪɪ̯sʲə
ересиарх,ɪ̯ɪrʲɪsʲɪarx
ересь,jerʲɪsʲ
еретик,ɪ̯ɪrʲɪtʲik
еретически,ɪ̯ɪrʲɪtʲit͡ɕɪskʲɪ
еретический,ɪ̯ɪrʲɪtʲit͡ɕɪskʲɪɪ̯
еретичество,ɪ̯ɪrʲɪtʲit͡ɕɪstvə
еретичка,ɪ̯ɪrʲɪtʲit͡ɕkə
ерик,jerʲɪk
ермолка,ɪ̯ɪrmoɫkə
ермолочка,ɪ̯ɪrmoɫət͡ɕkə
ермос,jerməs
ерник,jernʲɪk
ернически,jɵrnʲɪt͡ɕɪskʲɪ
ерок,ɪ̯ɪrok
ерофеич,ɪ̯ɪrɐfʲeɪt͡ɕ
ерошащий,ɪ̯ɪroʂəɕːɪɪ̯
ерошащийся,ɪ̯ɪroʂəɕːɪɪ̯sʲə
ерошить,ɪ̯ɪroʂɨtʲ
ерошиться,ɪ̯ɪroʂɨt͡sə
ерунда,ɪ̯ɪrʊnda
ерундистика,ɪ̯ɪrʊnʲdʲisʲtʲɪkə
ерундить,ɪ̯ɪrʊnʲdʲitʲ
ерундовина,ɪ̯ɪrʊndovʲɪnə
ерундовский,ɪ̯ɪrʊndofskʲɪɪ̯
ерундовый,ɪ̯ɪrʊndovɨɪ̯
ершиный,ɪ̯ɪrʂɨnɨɪ̯
ершисто,ɪ̯ɪrʂɨstə
ершистость,ɪ̯ɪrʂɨstəsʲtʲ
ершистый,ɪ̯ɪrʂɨstɨɪ̯
ершить,ɪ̯ɪrʂɨtʲ
ершиться,ɪ̯ɪrʂɨt͡sːə
ершишка,ɪ̯ɪrʂɨʂkə
ершоватка,ɪ̯ɪrʂɐvatkə
ершовый,ɪ̯ɪrʂovɨɪ̯
ершом,ɪ̯ɪrʂom
еры,ɪ̯ɪrɨ
ерь,jerʲ
есаул,ɪ̯ɪsɐuɫ
есаульский,ɪ̯ɪsɐulʲskʲɪɪ̯
есаульство,ɪ̯ɪsɐulʲstvə
есенинский,ɪ̯ɪsʲenʲɪnskʲɪɪ̯
еси,ɪ̯ɪsʲi
если,jeslʲɪ
есмь,jesmʲ
ессеи,ɪ̯ɪsɛɪ̯
ессей,ɪ̯ɪsɛɪ̯
ессентуки,ɪ̯ɪsʲɪntʊkʲi
естественник,ɪ̯ɪsʲtʲestvʲɪnʲːɪk
естественница,ɪ̯ɪsʲtʲestvʲɪnʲːɪt͡sə
естественно,ɪ̯ɪsʲtʲestvʲɪnːə
естественно-научный,ɪ̯ɪˌsʲtʲestvʲɪnːənɐut͡ɕnɨɪ̯
естественно-правовой,ɪ̯ɪˌsʲtʲestvʲɪnːə prəvɐvoɪ̯
естественноисторический,ɪ̯ɪˌsʲtʲestvʲɪnːəɪstɐrʲit͡ɕɪskʲɪɪ̯
естественнонаучный,ɪ̯ɪˌsʲtʲestvʲɪnːənɐut͡ɕnɨɪ̯
естественность,ɪ̯ɪsʲtʲestvʲɪnːəsʲtʲ
естественный,ɪ̯ɪsʲtʲestvʲɪnːɨɪ̯
естество,ɪ̯ɪsʲtʲɪstvo
естествовед,ɪ̯ɪsʲtʲɪstvɐvʲet
естествоведение,ɪ̯ɪsʲtʲɪstvɐvʲedʲɪnʲɪɪ̯ə
естествоведческий,ɪ̯ɪsʲtʲɪstvɐvʲet͡ɕːɪskʲɪɪ̯
естествознание,ɪ̯ɪsʲtʲɪstvɐznanʲɪɪ̯ə
естествоиспытатель,ɪ̯ɪˌsʲtʲestvəɪspɨtatʲɪlʲ
естествоиспытательница,ɪ̯ɪˌsʲtʲestvəɪspɨtatʲɪlʲnʲɪt͡sə
естествоиспытательский,ɪ̯ɪˌsʲtʲestvəɪspɨtatʲɪlʲskʲɪɪ̯
есть,jesʲtʲ
есть-пить,jesʲtʲ pʲitʲ
есться,jest͡sə
еть,jetʲ
ефимок,ɪ̯ɪfʲimək
ефрейтор,ɪ̯ɪfrʲeɪ̯tər
ефрейторский,ɪ̯ɪfrʲeɪ̯tərskʲɪɪ̯
ехавший,jexəfʂɨɪ̯
ехать,jexətʲ
ехида,ɪ̯ɪxʲidə
ехидина,ɪ̯ɪxʲidʲɪnə
ехидна,ɪ̯ɪxʲidnə
ехидненький,ɪ̯ɪxʲidʲnʲɪnʲkʲɪɪ̯
ехидненько,ɪ̯ɪxʲidʲnʲɪnʲkə
ехидник,ɪ̯ɪxʲidʲnʲɪk
ехидница,ɪ̯ɪxʲidʲnʲɪt͡sə
ехидничание,ɪ̯ɪxʲidʲnʲɪt͡ɕɪnʲɪɪ̯ə
ехидничанье,ɪ̯ɪxʲidʲnʲɪt͡ɕɪnʲɪ̯ə
ехидничать,ɪ̯ɪxʲidʲnʲɪt͡ɕɪtʲ
ехидно,ɪ̯ɪxʲidnə
ехидность,ɪ̯ɪxʲidnəsʲtʲ
ехидный,ɪ̯ɪxʲidnɨɪ̯
ехидство,ɪ̯ɪxʲit͡stvə
ехидствовать,ɪ̯ɪxʲit͡stvəvətʲ
ехидца,ɪ̯ɪxʲit͡sːə
ещё,ɪ̯ɪɕːɵ
ею,jeɪ̯ʊ
её,ɪ̯ɪjɵ
Ж,ʐ
ЖКХ,ʐɨkɐxa
ЖСК,ʐɛɛska
ЖЭК,ʐɛk
ЖЭУ,ʐɛʊ
Жбанов,ʐbanəf
Жданов,ʐdanəf
Жодино,ʐodʲɪnə
Жозефина,ʐəzɛfʲinə
Жорес,ʐɐrɛs
Жуков,ʐukəf
Жуковский,ʐʊkofskʲɪɪ̯
Жуликов,ʐulʲɪkəf
Жулин,ʐulʲɪn
Журавлёв,ʐʊrɐvlʲɵf
Жучка,ʐut͡ɕkə
ж,ʐ
жбан,ʐban
жбанчик,ʐbanʲt͡ɕɪk
жвака-галс,ʐvakə ɡaɫs
жвала,ʐvaɫə
жвало,ʐvaɫə
жвалы,ʐvaɫə
жвачка,ʐvat͡ɕkə
жвачные,ʐvat͡ɕnɨɪ̯
жвачный,ʐvat͡ɕnɨɪ̯
жгут,ʐɡut
жгутик,ʐɡutʲɪk
жгутиковые,ʐɡutʲɪkəvɨɪ
жгутовый,ʐɡʊtovɨɪ̯
жгуторезка,ʐɡʊtɐrʲeskə
жгуче,ʐɡut͡ɕɪ
жгучесть,ʐɡut͡ɕɪsʲtʲ
жгучий,ʐɡut͡ɕɪɪ̯
жгущий,ʐɡuɕːɪɪ̯
жгущийся,ʐɡuɕːɪɪ̯sʲə
жданный,ʐdanːɨɪ̯
ждановщина,ʐdanəfɕːɪnə
ждать,ʐdatʲ
ждаться,ʐdat͡sːə
жжение,ʑːenʲɪɪ̯ə
жжик,ʐːɨk
жжёнка,ʑːɵnkə
жжённый,ʑːɵnːɨɪ̯
жжёночка,ʐːonət͡ɕkə
жжёный,ʑːɵnɨɪ̯
жлоб,ʐɫop
жлобский,ʐɫopskʲɪɪ̯
жлобство,ʐɫopstvə
жменя,ʐmʲenʲə
жмот,ʐmot
жмотиться,ʐmotʲɪt͡sə
жмотничать,ʐmotʲnʲɪt͡ɕɪtʲ
жмотство,ʐmot͡stvə
жмудский,ʐmut͡skʲɪɪ̯
жмудь,ʐmutʲ
жмурик,ʐmurʲɪk
жмурить,ʐmurʲɪtʲ
жмуриться,ʐmurʲɪt͡sə
жмурки,ʐmurkʲɪ
жмурящий,ʐmurʲɪɕːɪɪ̯
жмурящийся,ʐmurʲɪɕːɪɪ̯sʲə
жмущий,ʐmuɕːɪɪ̯
жмущийся,ʐmuɕːɪɪ̯sʲə
жмых,ʐmɨx
жмыхи,ʐmɨx
жмыховый,ʐmɨxəvɨɪ̯
жмыходробилка,ˌʐmɨxədrɐbʲiɫkə
жмякать,ʐmʲakətʲ
жмякаться,ʐmʲakət͡sə
жмякнуть,ʐmʲaknʊtʲ
жмякнуться,ʐmʲaknʊt͡sə
жнейка,ʐnʲeɪ̯kə
жнец,ʐnʲet͡s
жнея,ʐnʲɪja
жнива,ʐnʲivə
жниво,ʐnʲivə
жнивьё,ʐnʲɪvʲjɵ
жнитво,ʐnʲɪtvo
жница,ʐnʲit͡sə
жок,ʐok
жокей,ʐɐkʲeɪ̯
жокейка,ʐɐkʲeɪ̯kə
жокейский,ʐɐkʲeɪ̯skʲɪɪ̯
жолкнувший,ʐoɫknʊfʂɨɪ̯
жолкнуть,ʐoɫknʊtʲ
жолнер,ʐɐɫnʲer
жолнерский,ʐɐɫnʲerskʲɪɪ̯
жолудное,ʐoɫʊdnəɪ̯ə
жом,ʐom
жомовый,ʐoməvɨɪ̯
жонглирование,ʐɐnɡlʲirəvənʲɪɪ̯ə
жонглировать,ʐɐnɡlʲirəvətʲ
жонгляж,ʐɐnɡlʲaʂ
жонглёр,ʐɐnɡlʲɵr
жонглёрский,ʐɐnɡlʲɵrskʲɪɪ̯
жонглёрство,ʐɐnɡlʲɵrstvə
жонглёрша,ʐɐnɡlʲɵrʂə
жонкиль,ʐɐnkʲilʲ
жопа,ʐopə
жопка,ʐopkə
жополиз,ʐəpɐlʲis
жопорожец,ʐəpɐroʐɨt͡s
жор,ʐor
жоржет,ʐɐrʐɛt
жостер,ʐosʲtʲɪr
жостовский,ʐostəfskʲɪɪ̯
жох,ʐox
жраньё,ʐrɐnʲjɵ
жратва,ʐrɐtva
жрать,ʐratʲ
жребий,ʐrʲebʲɪɪ̯
жрец,ʐrʲet͡s
жречески,ʐrʲet͡ɕɪskʲɪ
жреческий,ʐrʲet͡ɕɪskʲɪɪ̯
жречество,ʐrʲet͡ɕɪstvə
жрица,ʐrʲit͡sə
жувачка,ʐʊvat͡ɕkə
жужелица,ʐuʐɨlʲɪt͡sə
жужжало,ʐʊʐːaɫə
жужжальца,ʐuʐːəlʲt͡sə
жужжальце,ʐuʐːəlʲt͡sə
жужжание,ʐʊʑːænʲɪɪ̯ə
жужжать,ʐʊʑːætʲ
жуз,ʐus
жузовый,ʐuzəvɨɪ̯
жуир,ʐʊir
жуировать,ʐʊirəvətʲ
жуирский,ʐʊirskʲɪɪ̯
жуирство,ʐʊirstvə
жук,ʐuk
жук-геркулес,ʐuɡ ɡʲɪrkʊlʲes
жук-долгоносик,ʐuɡ dəɫɡənəsʲɪk
жук-короед,ʐuk kərɐjet
жук-листоед,ʐuk lʲɪstɐjet
жук-нарывник,ʐuk nɐrɨvnʲɪk
жук-носорог,ʐuk nəsɐrok
жук-олень,ʐuk ɐlʲenʲ
жук-скакун,ʐuk skɐkun
жуковец,ʐukəvʲɪt͡s
жуковый,ʐukəvɨɪ̯
жулан,ʐʊɫan
жулик,ʐulʲɪk
жуликовато,ʐʊlʲɪkɐvatə
жуликоватость,ʐʊlʲɪkɐvatəsʲtʲ
жуликоватый,ʐʊlʲɪkɐvatɨɪ̯
жулить,ʐulʲɪtʲ
жулье,ʐʊlʲjɵ
жульничать,ʐulʲnʲɪt͡ɕɪtʲ
жульнически,ʐulʲnʲɪt͡ɕɪskʲɪ
жульнический,ʐulʲnʲɪt͡ɕɪskʲɪɪ̯
жульничество,ʐulʲnʲɪt͡ɕɪstvə
жульё,ʐʊlʲjɵ
жулябия,ʐʊlʲæbʲɪɪ̯ə
жулящий,ʐulʲɪɕːɪɪ̯
жумар,ʐʊmar
жундеть,ʐʊnʲdʲetʲ
жупа,ʐupə
жупан,ʐʊpan
жупел,ʐupʲɪɫ
жупельный,ʐupʲɪlʲnɨɪ̯
журавель,ʐʊrɐvʲelʲ
журавельник,ʐʊrɐvʲelʲnʲɪk
журавлеобразные,ʐʊrəvlʲɪɐbraznɨɪ
журавлик,ʐʊravlʲɪk
журавлиный,ʐʊrɐvlʲinɨɪ̯
журавлиха,ʐʊrɐvlʲixə
журавль,ʐʊravlʲ
журавль-красавка,ʐʊravlʲ krɐsafkə
журавлёнок,ʐʊrɐvlʲɵnək
журавушка,ʐʊravʊʂkə
журить,ʐʊrʲitʲ
